CategoryName,LastUpdateTime,LocationName,PostURL,RecruitPostName,Responsibility
产品,2023年01月29日,郑州,http://careers.tencent.com/jobdesc.html?postId=1588100620101885952,46501-区域解决方案架构师（河南）,1、负责华北地区泛互、泛企客户的售前技术支持和上云解决方案，并能够对客户上云问题进行分析排查及解决，推动上云方案落地、PoC测试及最终迁移实施2、与销售团队共同承对销售业绩负责3、沉淀云计算、大数据等相关的技术解决方案和行业解决方案、沉淀面向企业数字数字化转型的区域泛互、泛企通用行业的方案能力与优势4、为泛互、泛企通用行业客户提供专业能力的赋能培训支持，培训内容包括但不限于解决方案、技术架构、最佳实践等经验的分享；支持合作伙伴组织举办的服务于泛企客户的线下活动、线上培训、行业沙龙，打造腾讯云在toB市场的影响力。
技术,2023年01月29日,长沙,http://careers.tencent.com/jobdesc.html?postId=1588006035694559232,31871-WEB前端开发工程师（CSIG全资子公司）（长沙）,1. 负责腾讯云大规模服务器监控系统和供应链系统的前端开发和优化工作；2. 负责前端组件的开发、维护和优化工作3. 负责用户体验优化，包括但不限于：业务流程、呈现与交互、性能、安全等注：此岗位为腾讯集团旗下全资子公司编制岗位
技术,2023年01月29日,武汉,http://careers.tencent.com/jobdesc.html?postId=1493548508278431744,CSIG07-零信任后台开发工程师（CSIG全资子公司）,1、负责腾讯安全产品iOA产品的后台架构方案设计；2、负责腾讯安全产品iOA产品的模块开发工作；3、负责腾讯安全产品iOA产品的线上问题分析与调优。备注：此岗位为CSIG全资子公司编制。
销售、服务与支持,2023年01月29日,北京,http://careers.tencent.com/jobdesc.html?postId=1401456687428149248,29777-工业行业大客户销售经理（上海/北京/广州/深圳）, 通过腾讯云技术认证或同等资格认证的优先；专注于腾讯云在工业领域的拓展，采用顾问销售的方式来确定和推动销售机会；快速与客户建立商务关系，全面拓展客户更高层级关系；维护客户高层对腾讯云品牌忠诚度，长期保持信任关系；1、建立和执行客户销售计划，包括短期的销售机会和长期的攻坚战略；2、对工业企业数字化转型、智能制造、工业互联网有行业沉淀，深刻理解客户业务需求和挑战；3、组织和参与行业营销活动，寻找商机，转化销售机会；4、拓展行业内合作伙伴，并定期进行沟通会，寻找并确认商机，转化销售机会；5、有效完成季度/全年销售任务；
产品,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1544235887653560320,29777-智能硬件行业架构师（智能终端/穿戴）,1、负责离散制造业业务拓展，有制造业数字化转型售前经验，搜集目标客户在智能制造、工业互联网领域的需求，能够将云计算技术与企业数字化转型结合，进行方案设计和宣讲；2、与商务侧配合，将商机转化为可落地项目，并作为技术侧Owner负责投标技术方案的编写，完成中标及合同签署；3、对行业数字化转型有深入思考和理解能力，了解行业技术发展变革方向，能针对云服务特点在行业解决方案上有前瞻性布局。 
销售、服务与支持,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1401456686283104256,29777-智慧工业和服务业工业大客户销售经理（制造/烟草）,1、工业行业大客户销售经理主要负责行业突破，树立行业标杆并对业绩负责。主要面向的工业行业领域包括烟草、冶金、化工、有色、装备制造、高端电子、建材和建筑工业；2、洞察行业趋势，通过行业专家、客户及其他行业资源深入理解行业侧需求并能够敏锐的捕捉到商机；3、学习并掌握腾讯云产品及行业解决方案，通过拉通内部平行部门资源将用户侧场景转化为具体商机，准确捕捉用户资金、决策力和需求的真实情况，合理高效分配时间资源，端到端的服务好重要客户；4、积极有效利用多渠道获取大项目关键信息，对数字和时间敏感；同时保持开放性思维向优秀团队学习，并能够利用腾讯生态合作伙伴资源拓宽腾讯在工业行业的客户服务维度；5、对业绩负责。 
产品,2023年01月29日,成都,http://careers.tencent.com/jobdesc.html?postId=1508713319240835072,40163-王者荣耀IP游戏平台能力运营（成都/深圳）,1、根据平台特性及项目阶段目标，制定相关能力的功能需求，与各团队紧密合作，确保相关能力落地，为运营效果负责；2、负责处理平台合作、项目合作中出现的问题，推进整体进度以及跨部门的沟通协调，达成共同运营目标；3、关注内外部平台前沿技术及相关能力动态，挖掘创新功能与合作模式，探索更满足平台内用户诉求相关需求，提升游戏产品在平台侧的能力建设；4、负责研究内外部平台前沿技术方案的各种能力，梳理前沿信息，沉淀优秀行业经验。
财务,2023年01月29日,广州,http://careers.tencent.com/jobdesc.html?postId=1542704316832292864,S2-WXG风控经理（广州）,"负责对公司业务单位内部控制进行全面分析，评估并提供建议负责计划并推动风险管理相关项目，维护风险矩阵及关键控制对流程进行梳理，定位关键风险并提供相关风险应对方法跟进内部审计项目中待改进项，检测并定期汇报改善情况与业务单元的管理层沟通,汇报风险管理情况进行风险管理及内控宣导和培训"
财务,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1534059178199359488,S2-业务风控经理(深圳）,"负责对公司业务单位内部控制进行全面分析，评估并提供建议负责计划并推动风险管理相关项目，维护风险矩阵及关键控制对流程进行梳理，定位关键风险并提供相关风险应对方法跟进内部审计项目中待改进项，检测并定期汇报改善情况与业务单元的管理层沟通,汇报风险管理情况进行风险管理及内控宣导和培训"
技术,2023年01月29日,上海,http://careers.tencent.com/jobdesc.html?postId=1546717114096689152,41072-腾讯云TBDS大数据开发工程师,1、负责腾讯云大数据处理套件TBDS产品的服务设计和开发工作； 2、负责全链路大数据开发及数据治理服务设计和开发工作； 3、负责实时流数据处理、离线批数据分析、实时多维分析等高性能数据分析引擎服务开发。
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717112624488448,41072-腾讯云大数据研发工程师,1、负责腾讯云Elasticsearch产品相关管控平台及内核系统的研发、运营和日常维护工作；2、负责基于ES的信息检索、日志分析、APM等场景化平台服务相关研发。
产品,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1544536618117898240,41072-腾讯云大数据产业运营经理（北京/深圳）,1、负责腾讯云大数据基础产品针对行业、特定产业的运营，为大数据在行业的北极星指标负责；2、与行业团队一起制定作战地图、场景机会及PPL，推动行业机会的渗透与转化；3、梳理整合行业客户实际应用场景及案例，形成腾讯云大数据案例与最佳实践材料库；4、负责腾讯云大数据产品方案在行业的布道及赋能。
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717123412238336,41072-腾讯云TBDS大数据开发工程师,1、负责腾讯云大数据处理套件TBDS产品的服务设计和开发工作； 2、负责全链路大数据开发及数据治理服务设计和开发工作； 3、负责实时流数据处理、离线批数据分析、实时多维分析等高性能数据分析引擎服务开发。
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717117208862720,41072-腾讯云TBDS大数据开发工程师,1、负责腾讯云大数据处理套件TBDS产品的服务设计和开发工作； 2、负责全链路大数据开发及数据治理服务设计和开发工作； 3、负责实时流数据处理、离线批数据分析、实时多维分析等高性能数据分析引擎服务开发。
技术,2023年01月29日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717115749244928,41072-腾讯云TBDS大数据开发工程师,1、负责腾讯云大数据处理套件TBDS产品的服务设计和开发工作； 2、负责全链路大数据开发及数据治理服务设计和开发工作； 3、负责实时流数据处理、离线批数据分析、实时多维分析等高性能数据分析引擎服务开发。
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717135105957888,41072-腾讯云大数据运维工程师,1、负责腾讯大数据平台运维工作，通过设计、开发运维平台，解决运营过程中质量和效率问题；2、负责梳理现有服务流程、规范和存在的问题，并给出可行方案；3、负责前后端运营效率工具开发，包括但不限于：容量管理平台、DevOps、覆盖率、自动化、健康度等。
行政支持,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1543915783153786880,18924-CSIG云与智慧产业事业群-部门秘书,1、支持上级工作，负责上级日程管理及重要会议组织、差旅行程安排，协助上级做好部门业务成本管理、团队管理及融合、核心团队建设，做上下内外关系的枢纽；2、协助制定并实施部门的管理规章制度及各项流程，并进行流程优化；3、担任部门内各项行政人事工作接口人，负责统筹管理行政类成本、办公资源、外部供应商、氛围文化类项目等；4、协调维护部门外各团队的合作关系，正确处理员工投诉，维护团队形象；5、与行政、HR、财务配合，规划、推动、执行部门内的行政福利、团队激励、团队文化、氛围建设、预算管理，以及与其他部门秘书配合，做好BG及业务线内大项目。
产品,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1587661194590691328,15611-《洛克王国》开放世界手游战斗策划（深圳）,重点负责洛克王国手游的回合制战斗模块的相关工作； 协助并参与开放世界场景中战斗模块的规则、视觉设计与制作流程； 从各类渠道持续关注自身游戏与品类最新发展，积极了解用户需求并主动提出可行性建议。
设计,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1371661501588316160,28937-资深技术美术（深圳\上海）,设计、编写游戏中的Shader；为场景和角色美术搭建Lookdev环境，确保美术资产在不同光照环境下的效果表现；与图形开发协作，实现渲染特性，并推进其在项目中的落地；支持美术和开发团队，解决生产中遇到的问题；编写并维护技术文档，向美术推广新工具和最佳实践。
设计,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1500714157538811904,15569-竞速手游3D次世代场景（深圳）,资产制作、外包品控、资源优化调整；资产整合编辑，灯光氛围搭建，品控效果提升；与策划、2d、动特、程序等职能对接工作推进。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1515926997967052800,25663-云原生架构师-大数据方向（深圳）,1、了解大数据、AI应用产品的行业趋势，根据行业客户的战略、业务、产品及技术需求及公司内部产品布局，制定大数据、AI to B解决方案；2、制定并维护大数据行业应用、AI行业应用产品Roadmap及行业拓展地图，有一定行业资源，能完成早期合作机会拓展；3、负责与售前、业务拓展部门紧密合作，共同推进产品及解决方案拓展过程，包括方案交流、需求分析、解决方案设计、方案交付等；4、负责与产品及研发部门沟通协调，促进解决方案落地，包括商务模式、项目进度、产品及服务交付等。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1554298242580094976,TEG05-网络后台开发工程师（高级）,1.流量分析平台工程改造设计及实现；2.流量分析平台运维体系设计及建设；3. 其他分布式系统设计及实现相关工作。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1587708113383858176,TEG11-高级语音合成研究员（游戏AI）,1. 负责语音合成的算法研发与落地实现，包括但不限于声学模型、声码器的算法实现、算法改进和在实际场景上的调优；2. 同时能够对团队成员提供技术和方向指导，持续探索语音合成相关技术的新能力和新应用场景；3. 结合业务规划，跟进业界研究趋势，将预研成果落地于实际产品；
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1586911265798758400,56473-产品售前架构师(音视频方向)（深圳/成都/上海）,"1、依据腾讯云音视频产品的形态和特点，支持销售团队进行售前工作，贴近各行业用户，对行业重点用户进行渗透，完成客户转化； 2、依据腾讯云音视频产品支撑服务能力，完成相关的售中/后等相关业务工作, 推进产品方案的落地，保障高标准的技术服务水平； 3、梳理整合重点客户实际应用场景诉求，推进腾讯云音视频产品能力进化。"
设计,2023年01月28日,西安,http://careers.tencent.com/jobdesc.html?postId=1544224992512712704,41074-视觉设计师（CSIG全资子公司）,1.参与腾讯云Coding业务的用户研究及交互的方案讨论；2.参与腾讯云的产品和行业相关产品视觉设计工作，并持续优化设计上的细节；3.为项目提供概念设计方案，并推动方案的落地实施；4.跟进工程师的页面视觉还原效果，保证产品的视觉体验质量。
技术,2023年01月28日,武汉,http://careers.tencent.com/jobdesc.html?postId=1442734223432622080,CSIG16-大数据前端开发工程师（武汉）(CSIG全资子公司),1. 负责腾讯地图大数据平台等Saas系统的前端研发工作；2. 负责大数据小程序前端开发、运营系统的前端研发和维护工作。
产品,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1587733329422065664,57570-体育类游戏策划,负责篮球游戏系统的整体设计；负责篮球游戏核心玩法的设计与优化；作为feature owner负责从系统需求，设计、跟进开发到验证的开发流程，并根据体验及数据反馈做持续的迭代和后续优化。
财务,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546716975546245120,35566-核算会计（CSIG全资子公司）,1、从费用单据的真实性、准确性、完整性及合规性等方面，对应付会计的工作进行复核；2、识别费用报销过程中的各项风险，积极应对，优化费用报销审核制度及流程，监督费用报销管理制度及审核规范的有效执行，提高费用报销的规范性；3、负责日常账务处理、月度结账等核算工作；4、定期核对各项往来账款，进行科目余额检查及历史账务清理。
财务,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1587704360828149760,S2-业务审计经理（ToB审计方向）,1.        协助制定年度审计计划并实施，优化内部审计工作流程； 2.        配合团队实施风险导向的内部审计，设计审计方法测试，编制和汇报审计项目；3.        跟进审计改进方案并衡量剩余风险，编制和汇报跟进报告；4.        评估内部控制系统有效性，为管理层提供管理优化建议。
设计,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717012581949440,40163-《王者万象棋》资深角色原画（成都）,负责部分版本内容的跟进；美术风格表现与探索，有整体美术包装思维；能够配合多方进行独立构思和设计表现探索和研发；
产品,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1522413790241497088,50411-能源行业通用产品架构师（北京上海深圳）,1、理解客户在研发、运营工作中对计算、存储、网络、安全等基础设施的需求，分析其在快速发展过程中，在信息化所遇到的挑战和未来的方向，为客户提供腾讯云整体技术平台方案以及业务和技术层面的架构咨询服务。2、拉通能源与资源行业和基础产研的合作，提高基础产品在行业解决方案中的占比，推动基础产品在行业侧的更多售卖。
技术,2023年01月28日,西安,http://careers.tencent.com/jobdesc.html?postId=1459007091501965312,41073-AI应用后台开发工程师（CSIG全资子公司）,"负责腾讯云AI算法工程化后台项目开发和维护；负责腾讯云AI应用平台架构模块的设计, 开发和维护；负责腾讯云AI算法私有化项目的架构设计,服务开发,  提升整体交付效率, 保障服务7*24小时稳定运行;"
设计,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1500729995989884928,15605-高级\资深技术美术（动作向）,协助美术同学，完成标杆角色的身体及表情绑定；与美术、程序合作，开发并测试复杂动画系统，推动新技术方案的落地；开发DCC及引擎中的动画工具，提高生产效率；参与并监督动画资源的引擎合入，确保符合技术规范；支持动作管线，解决制作中遇到的技术问题。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1484446630768812032,34068-高级美术项目管理APM,1、充分理解目标，制定阶段版本计划，协调内外部资源，风险预判和解决；2、负责搭建美术管线，推进制作规范、协作流程、资源归档的完善，确保团队高效运转；3、负责项目需求评审、分配排期、过程跟进与落地，及时发现问题并解决，确保版本目标；4、项目开发成本管理，包括内部人力和外部费用管理，拓展和维护外包制作；5、协助主美进行日常美术团队管理，包括团队建设，成员融入与成长；6、主导项目APM工作，负责管理其他管线APM工作。
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717075840442368,15575-《王者荣耀》国际版商业化运营（成都）,基于项目年度目标和策略及国内产品特点，负责游戏商业化内容落地，包括系统能力、资源能力等；基于海外版本目标，完成商业化方案设计、跟进开发上线并借助宣发等传播能力扩大影响力，保证版本目标的实现，负责功能上线后的效果复盘以驱动后续体验迭代升级；关注用户反馈、洞察用户诉求，拓展新的商业化内容，挖掘增长点。
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717074015920128,15575-《王者荣耀》国际版数据分析（成都）,基于运营目标搭建并完善数据分析框架，建立关键指标的日常监控机制，对数据波动进行原因挖掘，推动内容及策略调优；根据业务目标理解进行研究规划与应用假设，进行分析框架拆解、分析需求梳理、分析结论输出；基于研究结论推进推动问题解决或内容优化，并持续关注后续数据表现及用户反馈。
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1555097689694150656,15575-《王者荣耀》国际版IP内容本地化策划,1，负责王者IP内容的海外本地化翻译再创作，包括IP内容（CG、漫画、故事等）、世界观专业术语、日常运营等支持，保证本地化内容在游戏内呈现的质量；2，参与海外版游戏世界观/剧情的设计、创作，针对目标发行市场，进行内容调优；3，根据用研、玩家反馈，并基于对当地语言和文化的了解，持续协助游戏内容优化；
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717078877118464,15575-《王者荣耀》国际版合作运营（成都）,负责营销策划相关工作，如负责产品传播专项等，关注用户舆论与品牌形象，结合业务动态、行业与社会热点，高维策划具备影响力、话题度的传播方案，持续稳定产出优质内容，为品牌讲故事，增进品牌好感度；负责项目管理相关工作，如协调整合内外各合作团队及优质资源，完成方案设定、内容整合，并跟踪执行全过程、把控落地效果，持续优化内容创作，总结沉淀经验、复盘；
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1516671858525609984,25663-腾讯云-互联网行业高级运营经理,1. 负责部门经营数据指标体系建立和成本管理，关注业务售卖流程中各环节行为，通过数据指标量化和自动化监控方式、发现问题、提出解决方案、推动团队落地解决；2. 负责部门经营数据分析，搭建全损益上下游数据模型和建立行为准则和规范，输出业务数据引导和智能推荐，提升组织收入，控制组织成本；3. 负责部门业务流程搭建及优化，深入了解业务需求和场景，收集、分析业务场景中的问题和需求，优化流程，提升组织效率，辅助决策。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717026322489344,25663-腾讯云出海解决方案架构师专家,- 带领云出海架构师团队，为行业客户提供技术咨询服务，开拓和服务腾讯云泛互联网出海客户群体；- 深入理解出海业务对云计算的需求，分析其快速发展过程中，所遇到的挑战和未来的方向；- 针对客户业务场景，为客户规划基于腾讯云的云架构方案，为客户提供云原生开发运维的最佳实践。- 在具体团队管理工作中，组织团队总结提炼行业、技术方案和成功案例等材料，提升行业影响力。
产品,2023年01月28日,长沙,http://careers.tencent.com/jobdesc.html?postId=1587765435753832448,40930-交付项目经理（CSIG全资子公司）（长沙）,1、负责智能网联、城市交通、智慧高速等千万级大型项目的现场交付管理。2、负责项目实施阶段的工作执行与监控、推动客户和其他重要干系人的需求问题的解决，对最终交付成功和客户满意度负责；3、负责识别交付风险，有效协同内部团队、外部合作伙伴，不断优化交付流程、完善问题处理机制，持续降低交付风险和成本；4、对客户使用过程中出现的需求及问题进行收集、反馈，配合内部产研团队对问题进行分析排查和解决；5、不断沉淀交付的经验，支持交付流程标准化、规范化建设。6、有良好的文档撰写能力，负责牵头撰写项目交付实施阶段的各类文档。7、为客户智慧交通应用系统提供技术支持，保障客户系统业务顺利运行；
技术,2023年01月28日,武汉,http://careers.tencent.com/jobdesc.html?postId=1587767603500163072,56650-自动驾驶仿真C++后台开发工程师（CSIG全资子公司）,"1.参与系统的需求分析、架构设计、模块编码等研发工作；2.参与现有仿真云平台相关系统的运营与维护，保证系统稳定可靠运行3.持续提升系统在大规模分布式环境下的稳定性,安全性和性能，不断迭代并优化架构"
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1555110086056091648,工业互联网Web前端高级工程师（深圳）,1、负责腾讯工业互联网数字工厂前端开发框架和技术方向选型；2、负责腾讯工业互联网数字工厂Web和小程序平台的研发和持续迭代工作；2、负责项目开发中重点、难点技术攻坚；3、负责TOB客户侧前端技术澄清；4、参与前端标准化，探索前端新技术并落地实践。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1229705023961698304,56232-《UE4写实军事大世界射击手游》高级项目经理（深圳/上海）,负责大型手游团队的研发管理，能对齐和管理干系人预期；充分了解游戏制作流程，负责版本进度跟进，风险把控，质量保证，确保项目计划按时完成；过程中能合理协调资源，及时发现并跟踪解决自研游戏项目问题，有效管理项目风险； 负责团队的敏捷改造和持续集成建设。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1186468824254255104,56231-高级游戏引擎开发工程师 （ 动画物理技术方向）（深圳）,负责下一代游戏动画框架的设计和开发；负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力；负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中；负责游戏中性能优化相关工作，针对需求定制增改Unity/unreal4引擎底层功能；分析FPS作品中动画技术实现并设计符合手游的可靠技术方案。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1376454423076675584,56232-《UE4写实军事大世界射击手游》海外项目经理（深圳）,配合项目侧跟进海外合作公司，渠道平台各类组件，运维等需求与筹备工作；跟进协调项目组本地化工作流程，优化整体进度与多语言功能；负责海外合作外包开发商的需求管理、进度规划、监修体系搭建；收集和整理海外同类游戏市场信息及产品信息；推动与开发商之间建立有效的合作沟通机制及良好的信任合作关系；必要时需出差至海外提供技术翻译支持或开发商接待。
产品,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1376454424251080704,56232-《UE4写实军事大世界射击手游》美术项目经理（深圳/上海）,负责美术供应商管理，包括产能规划、测试筛选、关系维护、效能评价；制定相关的管理规范推进美术管线化运作，组织并执行从需求、计划、制作、审核，验收到结算的全过程；根据版本计划，推动进行需求沟通和美术工作量和实现风险评估，配合与多方沟通美术资源相关所有内容；推进内外部项目管理流程的优化，提升效率。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1430107281789296640,56232-《UE4写实军事大世界射击手游》资深后台开发（深圳）,负责大规模游戏服务器集群的架构设计、开发和维护、性能优化；高效地完成底层系统设计优化，以及登录、匹配、对战等系统的开发、测试和运维发布的工作；建立完善的监控和分析系统，保证业务高质量运行，并及时响应各种突发事件；
设计,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1441954325382307840,56231-高级技术美术（深圳）,结合项目需求制定技术美术方案并推动落地，包括但不限于更新执行标准、设定基准规范、收集反馈等；评估现有工具链并设计自定义工具以支持美术管线和工作流程；负责解决项目面临的复杂美术问题并与其他职能团队复盘改进流程与方法；关注行业技术并紧跟市场趋势，推动新技术在项目组的应用。
技术,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1443491679922298880,56232-《UE4写实军事大世界射击手游》客户端开发工程师（深圳/上海）,负责UE4射击类手游项目的GamePlay设计与开发； 负责UE4射击类手游项目的系统框架的搭建与维护； 负责UE4射击类手游项目前后台同步方案的实现和优化； 负责UE4射击类手游项目的深度性能分析和优化； 负责UE4射击类手游项目高品质动画方案的设计与实现； 负责UE4大世界开发工作流及制作管线的制定与工具支持； 与后台开发以及策划设计人员进行良好的沟通，完成游戏功能的开发和优化。
技术,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1443491659059830784,56231-《UE4写实军事大世界射击手游》高级引擎开发（上海）,负责开放世界相关技术的研发工作：地形，植被，光影，Houdini工具链，底层网络；负责开放大世界前沿技术预研；负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力；负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力；负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中；负责制定工作室研发工具管线方案，开发low-level tools和引擎功能，帮助研发团队提升研发效率；负责游戏中性能优化相关工作，针对需求定制增改Unreal4引擎底层功能；负责图形兼容性分析以及疑难问题的分析定位工作。
技术,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1471016809799884800,56232-《UE4写实军事大世界射击手游》客户端开发工程师（上海）,负责UE4射击类游戏系统框架的端\手游兼容性架构设计与优化；负责UE4射击类游戏的端游部分GamePlay优化与开发； 负责UE4射击类游戏的系统框架的搭建与维护； 能合理评估工作量，与策划设计人员进行良好沟通，持续跟进性能，体验优化；负责UE4端转手和手转端部分工具开发和工作流程优化。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1443491680983457792,56232-《UE4写实军事大世界射击手游》高级引擎开发（深圳/上海）,负责开放世界相关技术的研发工作：地形，植被，光影，Houdini工具链，底层网络； 负责开放大世界前沿技术预研；负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力； 负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质 负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力； 负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中； 负责制定工作室研发工具管线方案，开发low-level tools和引擎功能，帮助研发团队提升研发效率；负责游戏中性能优化相关工作，针对需求定制增改Unreal4引擎底层功能； 负责图形兼容性分析以及疑难问题的分析定位工作。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1508037134785716224,56232-《UE4写实军事大世界射击手游》资深客户端开发工程师（深圳）,"负责大世界射击游戏相关内容的研发：产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；负责游戏研发流程的梳理与完善，并完善对应生产流程的工具链建设；负责引擎底层相关功能维护与开发。"
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1554768442681204736,合金弹头-高级引擎图形开发工程师（深圳）,"负责游戏客户端引擎研发与维护,针对需求和游戏特性定制Unity引擎底层功能;负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，提高游戏表现品质;协助美术、策划建立高效的游戏内容制作规范和流程, 完善并持续优化工具链;优化游戏性能，分析、定位、解决手游的疑难问题。"
产品,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1546319330386386944,40163-《王者荣耀·世界》任务策划（上海/杭州/成都）,1. 负责开放大世界的游戏任务流程设计与落地；2. 负责开放大世界的游戏任务中的镜头动画等表演实现3. 负责各个环节任务呈现品质的把控、调整迭代以及验收，推动确保各方按时高品质完成进度计划；4. 有良好的构图审美，和美术团队以及外包团队配合把控剧情相关资源的风格和品质。
产品,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1546717011076194304,40163-《王者荣耀·世界》高级技术策划（上海/杭州/成都）,智能化NPC表现流程搭建和工具设计，开放世界过程化流程搭建和工具设计，包括但不限于大世界相关设计规划制作 ，玩法功能管线设计和具体玩法制作;NPC设计、资源需求拆分、NPC美术资源配置、NPC行为AI编写配置、NPC表演配置：包括NPC的对话和周围情境；围绕世界观和大世界NPC设计体验的事件；相关玩法、流程、演出设计制作
技术,2023年01月28日,上海,http://careers.tencent.com/jobdesc.html?postId=1443515314468823040,40163-《王者荣耀·世界》人工智能应用工程师（上海）,1. 使用最新的AI技术进行大数据处理，用户画像分析，定向人群的数据推送相关工作；2. 根据游戏内容和运营需求，对玩家数据建模的方法进行抽象设计，并结合AI技术提升该领域工作的效率；3. 熟悉AI与大数据、AI与推介算法最前沿的技术，使项目在这些领域的技术落地处于行业领先地位。
产品,2023年01月28日,成都,http://careers.tencent.com/jobdesc.html?postId=1546717017594142720,40163-天美L2射击项目高级商业化运营（成都）,1.负责射击新品商业化与运营系统框架筹备与搭建，包括商业化系统设计、经济系统设计及活动功能规划等；2.负责参与商业化研发工作，根据各阶段商业化与运营目标与需求，跟进相关商业化与运营功能设计、开发及迭代；3.负责商业化和活跃资源的前期规划、设计和开发，规划运营各阶段把控资源投放节奏，实现资源效率最大化；4.负责制定测试期商业化及活跃目标，跟进资源投放与活动执行，根据运营策略与用户数据反馈，调整优化，提升整体运营指标。
技术,2023年01月28日,深圳,http://careers.tencent.com/jobdesc.html?postId=1526119977000640512,43898-腾讯云成本管理与分析经理,负责腾讯云成本管理与分析工作，包括但不限于：1.        深入分析腾讯云产品维度、用户维度、项目维度成本，理解并追踪成本波动的底层业务原因，建立成本投入产出分析模型；2.        建立腾讯云成本管理评价指标体系及看板，并运用于常态化的成本管理及分析工作中；3.        发掘腾讯云成本风险及机会点，并推动优化落地；4.        以经营提升及成本管理健康发展为结果导向，用数据推动业务健康发展；5.        形成逻辑严谨、具备强实操落地性、可持续运行的成本管理方法论，并推动落地。
